id,comment,like,text length,evaluation,evaluation,request,request,,,0,Negative
Jeny Virgino,please do more reaction of her i love mori thank u i subscribe,3,62,1,Positive,1,Request,,,,
Ma. Victoria Azutillo,no formal training for filipino singers.,0,40,0,Negative,0,Not-Request,,,,
jenny eleccion,Hwaiting!,0,9,1,Positive,0,Not-Request,,,,
Rona jane Arnonobal,also rolling in the deep by kz tandingan in the singer,0,54,33,SS,1,Request,,,,
Senyorita Khaye,What a cute reaction Taetae  iyo nalang ako? HAHAHAHAHA sigiii LMAO,0,67,1,Positive,0,Not-Request,,,,
Glenn Matarlo,Please react to Morissette Asia Song Festival 2018 performance please.........,0,78,33,SS,1,Request,,,,
Glenn Matarlo,Please react to Morissette Asia Song Festival 2018 performance please.........,0,78,33,SS,1,Request,,,,
Glenn Matarlo,Please react to Morissette Asia Song Festival 2018 performance please.........,0,78,33,SS,1,Request,,,,
Glenn Matarlo,Please react to Morissette Asia Song Festival 2018 performance please.........,0,78,33,SS,1,Request,,,,
bb Marikit,Special is its called nurturing the natural talent instead of training to instill a talent.,0,91,0,Negative,0,Not-Request,,,,
HEAVY ROTATION,Filipino vocal system?1) Karaoke2) Don't eat ice cream3) Ginger4) Drown yourself in a drum full of water ,1,105,0,Negative,0,Not-Request,,,,
Crystal Mae Verzola,"Hi. Her ""Pangarap ko ang Ibigin ka"" rendition is also good. I hope you can react and review alsoo. Proud to be a Filipino! ",0,123,1,Positive,1,Request,,,,
Laixen Lim,U can turn on the sub.,0,22,1,Positive,0,Not-Request,,,,
Nel P,Push subtitles next time.,0,25,0,Negative,0,Not-Request,,,,
She She,new subscriber here! :),0,23,1,Positive,0,Not-Request,,,,
Geniel Ruth Padre,Thank for this review  #philippines,0,35,1,Positive,0,Not-Request,,,,
Angelica Velasquez,Very professional video! Thank you!,0,35,1,Positive,0,Not-Request,,,,
khlln kh,"please react the song Rise up,cover by Morissete Amon",1,53,33,SS,1,Request,,,,
cristopher ian asperilla asperilla,Yes react to her resignation 2018 pls??,0,39,33,SS,1,Request,,,,
L O V E L Y Ranoco,"Ang cute nang "" Aeykin ka na lang""",0,34,1,Positive,0,Not-Request,,,,
Ronald Choi,.. Very nice review ! Keep it up #pinoy#pride,0,45,1,Positive,0,Not-Request,,,,
Laarne Gabriel,That is the one of the hardest song in the Philippines some people can sing that song,0,85,33,SS,0,Not-Request,,,,
Siony Eufemio,Nice vlog.thanks more filipino..#i suggestdarrenespAntonext,0,59,1,Positive,0,Not-Request,,,,
vanz drew,nice reaction sir,0,17,1,Positive,0,Not-Request,,,,
Avon Ozra,Please react to morrisette amon asia song festival 2018 resignation,0,67,33,SS,1,Request,,,,
John Paul Emilde Padua,"One of the vocal training technique here in the Philippines, notably, is your body is submerge up to the neck and do vocalization. This technique was popularized by the father of Regine Velasquez when he watches the movie Rambo. The boxer was in the intensive ab training and her father got an idea to train her daughter's breathing where in she needs to sing against the pressure of the water.",0,394,33,SS,0,Not-Request,,,,
Mary jean Ola,"''Akin Ka nalang"" means Please be Mine...""Akin ka nalang"" won in Himig Handog love song it's a song writing competetion in the philippines which she sung that song...our pride Mori!!!kamsahamnida...",0,198,1,Positive,0,Not-Request,,,,
heaven heaven,New subscriber here.,0,20,1,Positive,0,Not-Request,,,,
Ram Alley,"Thanks for this great reaction, you're so cool. Love from the Philippines.",0,74,1,Positive,0,Not-Request,,,,
carlo sollestre,Ooh coach-nim is going to cover?,0,32,1,Positive,1,Request,,,,
Jonathan Malto,English subtitle pls.,0,21,0,Negative,0,Not-Request,,,,
joie deramas,Thank you for your reaction...  New subscriber here <3 love from the Philippines <3,1,83,1,Positive,0,Not-Request,,,,
Maganda ang Pilipinas ko,Done subs,0,9,1,Positive,0,Not-Request,,,,
Decelyn Ballang,Hi..newbie here...i love morissette..,0,37,1,Positive,0,Not-Request,,,,
Christopher Sants,Most of the foreigners are wondering how do filipinos sings very well. At the early age most of the filipinos enters various competitions to hone their talents. I'm not bragging about this but even if you compare other countries here in Southeast Asia no one can beat Filipinos through singing.,0,294,0,Negative,0,Not-Request,,,,
Aluby Chan,"In the Philippines, we might not be born with a silver spoon but we were born with a mic but I'm born without a mic  but I still have my talents",0,144,0,Negative,0,Not-Request,,,,
Desiree Dawn,Thank you for the reaction. ,0,28,1,Positive,0,Not-Request,,,,
maha baba,Rise up by Darren espanto plsss,0,31,33,SS,1,Request,,,,
hoota ragis,"Putangina ka amputla mo, kumain ka ng maraming balut! In english.. Thank u, you're awesome.",1,91,1,Positive,0,Not-Request,,,,
Sangnamja Rugene,Please cover it.,0,16,1,Positive,1,Request,,,,
niqui yumi,"There's a vocal training system in the PH but for those who can afford only and to those who are already part of the industry but for those ordinary Filipino there are a lot of vocal training system it can be seen anywhere  its either in their bathroom, streets, birthdays and even when they're washing their clothes, cooking their foods those kind of vocal training is just kinda called NORMAL in the PH everywhere you go you can find them hahaha lol but sad to say I'm just a good listener but not a good singer",0,513,0,Negative,0,Not-Request,,,,
Isaah James Solomon,Please react to ASIA SONG FESTIVAL 2017 AND 2018 new sub here!,0,62,1,Positive,1,Request,,,,
Sandy Cripz,New subscriber here,0,19,1,Positive,0,Not-Request,,,,
Ligo,"Sa lahat ng comment di ata mawawala yung karaoke,sge bye",0,56,0,Negative,0,Not-Request,,,,
Johnry Barrameda,Please be mine ,0,15,1,Positive,0,Not-Request,,,,
Jeraldine Santos,Ah-kin kah-nalang pronounce like that hehehe,0,44,1,Positive,0,Not-Request,,,,
jam yon,Can u speak korean and subtitle it in english your korean ssubtitle is annoying it getting full to your screen,0,110,0,Negative,0,Not-Request,,,,
Yansen Bahi,Muka lu kaya anjin,0,18,0,Negative,0,Not-Request,,,,
Kristine PH,"Akin ka na lang means ""Please be mine"" in english",0,49,33,SS,0,Not-Request,,,,
cuntyver,"Yes, cover Akin Ka Na Lang. There's a Korean version.",0,53,33,SS,0,Not-Request,,,,
je je,subscribed ,0,11,1,Positive,0,Not-Request,,,,
Dores Arcila,,0,0,33,SS,0,Not-Request,,,,
K ENTERTAINMENT,She is not the Best. She is one of the Best because there are lots of great singers in PH,1,89,0,Negative,1,Request,,,,
gabriel cabanlit Jr.,"Awesome analysis and reaction. Great job !  - NEW SUB here  (  VA, USA )",3,72,1,Positive,0,Not-Request,,,,
Lara Lindana,Am I the only one who thinks the guy looks like Nikita Dragun?,0,62,0,Negative,0,Not-Request,,,,
Present:Ydh GOT7,New subscriber here,0,19,1,Positive,0,Not-Request,,,,
Genmar Maladian Barot,Nice galing mo ate morissette ,0,30,1,Positive,1,Request,,,,
JAMES ESPEDIDO,SUBSCRIBED!,0,11,1,Positive,0,Not-Request,,,,
형해녕,as soon as children start to talk. they were expose to song and karaoke. singging in philippines is the most common thing to do. they sing everywhere. But the most common techniqe is to sing while ur in the water. t,0,215,1,Positive,0,Not-Request,,,,
Janeurose Zacarias,Kinikilig ako sa reaksiyon niya putek!! ,0,40,1,Positive,0,Not-Request,,,,
WIN,ailee? no disrespect but its not even close,0,43,0,Negative,0,Not-Request,,,,
김민서,Morrisette 이랑 Darren Espanto 가 같이부른 알라딘 ost 리뷰해주세용,1,50,33,SS,1,Request,,,,
Itsme Jc,If you know the meaninh of akin ka na langDude akin kanalang!! Haha,0,67,0,Negative,0,Not-Request,,,,
Lean Fermin,Phoenix Asia  queen,0,19,33,SS,0,Not-Request,,,,
Earl Soyosa,ailee doesn't even compare! hahaha. cmon..haha. philippines is widely known to the world to have great singers.,0,111,0,Negative,0,Not-Request,,,,
Cristy Gamboa,Thank u so much,0,15,1,Positive,0,Not-Request,,,,
Greatest ORBIT,"Pls react to Juan Karlos ""Buwan""",0,32,33,SS,1,Request,,,,
Isabel Andrei,new subscriber,0,14,1,Positive,0,Not-Request,,,,
ClaudineMae Hufana,OMG! I loved your reaction. New subscriber here. Thank you for doing reaction to our Mori. ,0,91,1,Positive,0,Not-Request,,,,
Jhunna Rebusora,"There's no such thing as training system in the Philippines like what Korea has with your Kpop idols being trained for years to be a good singer. But Karaoke machines are everywhere here where Filipino who are naturally born singers can enhance their vocal ability. And Morissete is not the best Filipino singer, but one of the best. I can't even pick the best one since there are a lot of established Filipino singers before her and in her generation. But she has a distinct singing ability which set her unique among the other Filipinos. Hitting high notes is like slicing a cake for majority of our singers. Hope you will react to others to cause their are a bunch of talented fellows out there.",0,698,33,SS,0,Not-Request,,,,
Ligo,"And by the way live yan potek, pag ganyan kagaling boses ko hindi ako titigil sa pagkanta",0,89,33,SS,0,Not-Request,,,,
bangbangtanbabe,I don't know what will happen if you listen to Naririnig mo ba of Morissette. That's like next level akin ka na lang,0,116,33,SS,1,Request,,,,
Kate Gierza,vocal training in philippines!!! we don't need that bcuz all of us filipinos can sing and   singing is our bonding tym(karaoke)in any events of our lives....and its in our blood to be a great singer,0,198,0,Negative,0,Not-Request,,,,
First Name Last Name,"If you're asking if there's a vocal training system in the Philippines, there is none. Just eat, take a bath and sleep and also don't forget KARAOKE. ",0,150,1,Positive,0,Not-Request,,,,
Trixie Manahan,Looks exotic? What's that supposed to mean? I HOPE THAT'S NOT AN INSULT.,0,72,0,Negative,0,Not-Request,,,,
Sheryl Piape,"She is not the Best but ONE of the BEST singer in the Philippines, and there's NO vocal training system, as far as i know, in our Country.. ",0,140,1,Positive,0,Not-Request,,,,
effort현정,조회수 미쵸따...그와중에 구독자 ...ㄷㄷㄷ행복..ㅠㅠㅠ,1,32,1,Positive,0,Not-Request,,,,
Amor Aldave,Most of the Filipino Singers don't have formal training before joining singing contest. The style of their singing is just being refined after their competitions or before guesting in a show.,0,191,0,Negative,0,Not-Request,,,,
원나라,저는 예전부터 좋아햇던 가수입니다,1,18,1,Positive,0,Not-Request,,,,
자랑스런오르비언,Dont react to Filipino.. they are so full of insecure and barbaric,0,66,0,Negative,1,Request,,,,
Sarah Jean Real,Subscribed!,0,11,1,Positive,0,Not-Request,,,,
Thonia madam,"When you visit Philippines you will surely surprise.. where ever you turn everyone are singing, start at morning end at 10pm HAHAHA even those small kids who aged 5 years old can already sing, they can even whistle at the young age and take note.. some of them live in a squater area. Singing in here is natural.",0,312,0,Negative,0,Not-Request,,,,
SNSD Forever,Filipinos doesnt really get a training from a vocal trainer. It may be an inborn talent or they self practice singing.,0,118,1,Positive,0,Not-Request,,,,
Princess Pronto,Amazing,0,7,1,Positive,0,Not-Request,,,,
Jein Senfelices,Hi oppa Can i say to you AKIN KA NALANG    from Philippines .. ,0,63,1,Positive,0,Not-Request,,,,
Rhuna Odsinada,please react to Di Lahat by Donnalyn Bartolome ,0,47,33,SS,1,Request,,,,
K-puppies GalaxZ,아킨 카 나랑.,1,8,33,SS,0,Not-Request,,,,
Lawrence Ortiola,"Great reaction. Please react to her on Asia'sSong Festival 2017 and her cover of ""Rise up""..^^",1,94,1,Positive,1,Request,,,,
Carlos Bukros,Trivia do you know that she is the only one by far who can sing it like in this level and it is her original song,0,113,0,Negative,0,Not-Request,,,,
Inae Kim,지신이 하는 말은 한글로 영어로 이중 섭타이틀이 있는데 정작 노래는 섭타이틀이 없네요? 뭔 일?,0,53,0,Negative,0,Not-Request,,,,
Christine Devz,,0,0,33,SS,0,Not-Request,,,,
Mary park,"There are no vocal training in the Philippines, sing in karaoke is the only ways of pilipino,self training",0,106,1,Positive,0,Not-Request,,,,
ANNIKA BALLESTEROS,Please try also risegnation in 2018  by.Morriset amon,0,53,33,SS,1,Request,,,,
Chie Pelaez,Are kilig to mori bro.?? ,0,25,33,SS,0,Not-Request,,,,
Jacque C. Nabos,안녕하세요 선생님! 저는 필리핀 사람입니다..너무 너무 감사해요 for watching and reacting Morissette Amon original Filipino song.. I'm a fan of your reaction videos ...,0,140,1,Positive,1,Request,,,,
cest lee,아킨 카날랑 ㅋㅋㅋ,1,10,33,SS,0,Not-Request,,,,
Russell Sion,"To become a singer in philippines,pinoys are always joining a talent show or a singing competation.and we sing the way we want.",0,127,33,SS,0,Not-Request,,,,
Marcus Timothy Santos,Watch Katrina Velarde sings Go the Distance and Somewhere over the rainbow,0,74,33,SS,1,Request,,,,
Chricynel Barrera,He looks a bit of Rap Monster from BTS,1,38,1,Positive,0,Not-Request,,,,
Mama Mia,Akin ka nalang taetae.. hahahaha im smiling while i watched your video HAHAHAHAHA  i fell.in love at first sight ,0,113,1,Positive,0,Not-Request,,,,
Kristine,ANG POGI HAHAHAHAHA,0,19,33,SS,0,Not-Request,,,,
Jojs Me,Salamat din sayo...,0,19,1,Positive,0,Not-Request,,,,
Andreia Guerrero,I love this reaction! And he's so cute!,1,39,1,Positive,0,Not-Request,,,,
Robyn Grace,Check out the song darryl ong and her do a duet of you are the reason,0,69,33,SS,1,Request,,,,
Lady Vanethe Fabro Tabbal,PLEASE REACT TO DARREN ESPANTO I BELIEVE ON THE WISH BUS 107. 5 LIVE! Pleaseeeee ,1,81,33,SS,1,Request,,,,
Benedict Kyle Clavio,Filipinos don't have to practice inside the studio... Filipino just sing anywhere... The whole country is our one big studio... ,0,128,0,Negative,0,Not-Request,,,,
Mark John Pepito,so cute ,0,8,1,Positive,0,Not-Request,,,,
May Belle,필리핀에서의 보컬 트레이닝? 우리는 그것을 화상 훈련이라고 부른다. ,0,38,0,Negative,0,Not-Request,,,,
2ne1 and bigbang b4 ikon/winner/blackpink YGstan,"Singers here in the Philippines is trained by their families. Most popular singers become popular, after  they participated in singing contest.",0,143,0,Negative,0,Not-Request,,,,
Jenilyn Perez,Salamat po ,0,11,1,Positive,0,Not-Request,,,,
Noah Smith,아킨카나랑!,1,6,1,Positive,0,Not-Request,,,,
Nella Torres,No she born as a singer she never learned how to sing and also she never train as in she is a singer from phillipines ,0,118,0,Negative,0,Not-Request,,,,
Clifford Cuerpo,진짜 대박!!!!!,0,10,1,Positive,0,Not-Request,,,,
김민아,아킨 카 나랑,0,7,33,SS,0,Not-Request,,,,
Jewapee Supremacist,사실은 필리핀에서 보컬 트레이닝 시스템 없어요 ㅋㅋㅋ.,0,30,1,Positive,0,Not-Request,,,,
Lovely Z,아킨 카 날랑 ㅋㅋㅋㅋㅋ,0,13,33,SS,0,Not-Request,,,,
Fernariza Estrebello,Tangna bat ang gwapo nya hahaha,0,31,1,Positive,0,Not-Request,,,,
Leonalyn joy Villaruel,Thanks for reac salamat po ,0,27,1,Positive,0,Not-Request,,,,
Winston Rondina,in the Philippines...if it did not sound right then your off…,0,63,0,Negative,0,Not-Request,,,,
